,AAPL,JPM,WMT,TGT,MSFT,AMGN
2000-01-03,0.0887538179438161,-0.061946950237075075,-0.03345388788426762,-0.018723404255319157,-0.001605995717344766,0.047866805411030285
2000-01-04,-0.08431043113805614,-0.027444228404763127,-0.037418147801683836,-0.043365134431916696,-0.0337801608579088,-0.07646474677259185
2000-01-05,0.01463409010815053,-0.00617286641761694,-0.020408163265306145,-0.022665457842248386,0.010543840177580366,0.03440860215053765
2000-01-06,-0.08653845474917365,0.014197010604113602,0.010912698412698374,-0.04730983302411873,-0.03349807797913229,0.016632016632016633
2000-01-07,0.04736845211969665,0.01837270341207353,0.07556427870461246,0.051606621226874434,0.013068181818181923,0.11247443762781197
2000-01-10,-0.017587939529917884,-0.017182104366342266,-0.018248175182481785,-0.019444444444444486,0.007291082445316954,0.06066176470588225
2000-01-11,-0.05115090439788361,-0.02360139797180294,-0.01486988847583648,0.030217186024551482,-0.025612472160356337,-0.07885615251299828
2000-01-12,-0.05997301497549279,0.006266731220769373,-0.017924528301886844,-0.010999083409715893,-0.032571428571428584,-0.04327375352775165
2000-01-13,0.10967736106481896,0.015124609872528172,0.0009606147934677623,0.02316960148285441,0.01890135853514474,0.051130776794493515
2000-01-14,0.03811370569891781,0.03593336405418324,-0.009596928982725572,0.003623188405797117,0.041159420289855086,0.0224508886810102
2000-01-18,0.034847542334618176,-0.038917115497104526,0.01647286821705429,-0.01805054151624552,0.02728285077950998,0.010978956999085021
2000-01-19,0.02525556246865257,0.0440141394175706,-0.02287893231649185,0.028492647058823595,-0.07208672086720869,0.04253393665158378
2000-01-20,0.0651025951316393,-0.0008431960302237584,-0.01073170731707318,-0.03217158176943702,-0.009345794392523366,-0.0026041666666666297
2000-01-21,-0.01927306990802791,-0.015189873417721487,-0.014792899408283988,-0.04247460757156052,-0.021226415094339646,0.040034812880765935
2000-01-24,-0.04548005842068648,0.0008569241795866045,-0.049049049049049054,-0.020250723240115683,-0.02409638554216864,-0.07280334728033477
2000-01-25,0.05647062312459328,0.022260247262922528,0.02947368421052632,0.02559055118110232,0.015432098765432169,0.0018050541516245746
2000-01-26,-0.01837419785798844,0.051088802778540776,0.01329243353783238,0.04606525911708248,-0.033434650455927084,-0.07567567567567568
2000-01-27,-0.0017016535489825513,0.02868525826660995,-0.04540867810292637,-0.011926605504587129,-0.006289308176100628,-0.0428849902534113
2000-01-28,-0.07613634563674633,-0.04957399613067337,-0.06765327695560253,-0.0584958217270195,-0.0050632911392405324,-0.027494908350305547
2000-01-31,0.0209101615921663,0.052159764073005384,-0.006802721088435382,0.039447731755424036,-0.003816793893129722,0.06701570680628266
2000-02-01,-0.03373494037922209,0.037955025411734684,0.07191780821917804,0.02371916508538896,0.05172413793103448,0.025515210991167825
2000-02-02,-0.014339114340673254,-0.016417865273043453,-0.005324813631522929,0.008341056533827551,-0.020643594414086253,-0.024880382775119614
2000-02-03,0.045540757479475946,0.009863382901242891,0.0,-0.02849264705882348,0.027898326100433968,0.004906771344455274
2000-02-04,0.04537208857822228,-0.017280217888634652,-0.035331905781584634,-0.021759697256386046,0.02834740651387224,0.009765625
2000-02-07,0.05613427592852749,0.005351705288667796,-0.009988901220865707,0.01644100580270802,0.0005865102639295294,0.07059961315280461
2000-02-08,0.007123304154962096,0.034980941366776534,0.06726457399103136,0.045670789724072236,0.03106682297772578,0.018970189701897008
2000-02-09,-0.019586605719400633,-0.025716363164749127,-0.028361344537815136,-0.021838034576888044,-0.0540079590676521,-0.052304964539007126
2000-02-10,0.007769145788727227,0.0030166142666496754,-0.014054054054054022,-0.011162790697674452,0.01923076923076916,-0.02432179607109453
2000-02-11,-0.04185018036209054,-0.006015083347059691,-0.016447368421052655,-0.005644402634054524,-0.05719339622641506,-0.039309683604985664
2000-02-14,0.06494257315223617,-0.043116491161732884,0.050167224080267525,-0.012298959318826852,-0.0031269543464665928,0.038922155688622784
2000-02-15,0.02752290193468987,0.025296491547148525,-0.014861995753715497,-0.02011494252873558,-0.010664993726474227,0.0
2000-02-16,-0.04096637052648233,-0.019275273654080882,-0.0905172413793104,-0.03323558162267837,-0.009511731135066537,0.07396733909702212
2000-02-17,0.006571774827272892,-0.01415094339622647,-0.08293838862559244,-0.03134479271991908,0.02048655569782332,0.04114490161001783
2000-02-18,-0.031556062506703064,-0.046252017956600944,-0.012919896640826822,-0.014613778705636737,-0.04579673776662485,-0.019759450171821347
2000-02-22,0.02303366441104271,0.03344484242327184,0.007853403141361294,-0.02118644067796616,-0.01314924391847472,-0.053461875547765166
2000-02-23,0.02141685458886511,0.0016180982867495253,-0.023376623376623384,-0.01623376623376627,0.004663557628247883,0.05833333333333335
2000-02-24,-0.009005589343470843,-0.01777054887492635,0.018617021276595702,-0.016501650165016483,0.0053050397877985045,0.015748031496062964
2000-02-25,-0.0419094710967064,-0.0016447869942107785,-0.07049608355091386,0.0,-0.036279683377308684,0.013781223083548566
2000-02-28,0.026047555803423883,0.02718286724016084,0.037921348314606806,0.053691275167785164,0.002737850787132068,-0.06966864910790149
2000-02-29,0.01214126330678833,0.02165196524520097,0.05548037889039237,0.002123142250530785,-0.023890784982935176,-0.0036529680365297024
2000-03-01,0.13685934052212526,0.02982736416437537,0.00512820512820511,0.004237288135593209,0.016083916083916128,-0.045829514207149424
2000-03-02,-0.0637889678912783,-0.017530533917809343,0.031887755102040886,0.016877637130801704,0.028217481073640638,0.003842459173871271
2000-03-03,0.04918035836797596,0.006982156875933621,0.04079110012360943,0.024896265560165887,0.02945113788487275,0.01531100478468894
2000-03-06,-0.018066479948170008,0.028505417093600768,-0.040380047505938266,-0.01619433198380571,-0.05721716514954489,-0.02639019792648445
2000-03-07,-0.022376882055217928,-0.019475632571102963,-0.05816831683168323,-0.045267489711934165,0.024827586206896516,-0.05517909002904165
2000-03-08,-0.007121057875219994,-0.034377386517101205,0.01576872536136653,0.0032327586206897236,0.028936742934051237,0.006147540983606481
2000-03-09,0.002049117759813201,0.026898685240476228,0.012936610608020649,0.03222341568206222,0.046435578809679516,-0.03869653767820769
2000-03-10,0.028629858190768017,-0.030046225667902937,-0.020434227330779042,0.012486992715921021,0.010000000000000007,0.009533898305084776
2000-03-13,-0.03528825681568537,0.01747421052489928,-0.00521512385919165,0.010277492291880684,-0.029702970297029733,-0.02623294858342073
2000-03-14,-0.0582173998123291,-0.013270858300095556,0.0013106159895150962,-0.008138351983723258,-0.029336734693877545,-0.09913793103448276
2000-03-15,0.017505520835316757,0.05221518861275243,0.07853403141361248,0.050256410256410255,0.0026281208935610145,0.11961722488038284
2000-03-16,0.045698906824291896,0.08421047849243979,0.06067961165048553,0.111328125,0.0,0.1068376068376069
2000-03-17,0.02827765020802686,0.00970878039628542,0.020594965675057253,-0.022847100175746867,0.0419397116644824,-0.025096525096525046
2000-03-20,-0.016000045288083964,-0.04876377716140312,-0.011210762331838596,-0.04496402877697847,-0.020125786163522008,-0.08118811881188115
2000-03-21,0.09705281601964533,0.06281588586064157,0.027210884353741527,0.008474576271186418,0.0551989730423621,0.05387931034482762
2000-03-22,0.06855034246476888,-0.004755393417097742,-0.022075055187637967,-0.0037348272642390157,0.004866180048661794,0.010224948875255713
2000-03-23,-0.0199393540213394,0.07576785401707564,-0.024830699774266333,0.019681349578256846,0.08353510895883788,-0.06578947368421051
2000-03-24,-0.018575851393188847,-0.02347711954173504,0.027777777777777683,0.016544117647058876,-0.0016759776536312554,-0.05417118093174434
2000-03-27,0.006309148264984188,-0.015594541910331385,-0.00112612612612617,-0.009945750452079571,-0.06827084499160607,0.1065292096219932
2000-03-28,-0.0031347962382445305,-0.004620482189820252,-0.016910935738444155,0.0063926940639269505,0.002402402402402304,0.04037267080745344
2000-03-29,-0.022911023793730667,-0.041114038950347036,0.07798165137614688,0.05444646098003636,0.027561414020371492,-0.008955223880596995
2000-03-30,-0.07494259678793325,-0.037344398340248934,0.0042553191489360645,0.06282271944922546,-0.035568513119533574,-0.03212851405622485
2000-03-31,0.08001988435687822,0.0021551724137931494,-0.0423728813559322,-0.03157894736842104,0.02781136638452231,0.01867219917012441
2000-04-03,-0.01840766180275377,0.06093192151797688,0.0829646017699115,0.03010033444816052,-0.14470588235294113,-0.03258655804480648
2000-04-04,-0.04500705967564112,-0.06216220212034829,-0.019407558733401387,-0.021915584415584388,-0.025447042640990403,-0.049473684210526336
2000-04-05,0.02405498281786933,-0.004322766665648682,-0.029166666666666674,-0.014937759336099532,-0.02470007057163015,0.05647840531561465
2000-04-06,-0.03978908462012354,0.012301057460603282,0.04935622317596566,-0.002527379949452402,-0.00434153400868309,0.04507337526205446
2000-04-07,0.052421368746766506,-0.012151580174637909,0.006134969325153339,0.003378378378378289,0.035610465116278966,-0.0220661985957874
2000-04-10,-0.05123335389505912,0.020260514570100918,0.033536585365853584,0.012626262626262541,-0.03368421052631576,-0.03384615384615386
2000-04-11,-0.04450002915954465,-0.02411349682097708,-0.002949852507374673,-0.03075644222776397,-0.025417574437182292,0.00424628450106157
2000-04-12,-0.0852956806783719,0.009447696806612171,-0.014792899408283988,-0.007718696397941648,-0.05365126676602083,-0.012421170450416795
2000-04-13,0.041762023552920365,-0.026637890941380585,-0.03803803803803807,-0.023336214347450257,-0.0015748031496063408,-0.00990053731214513
2000-04-14,-0.01702362206387187,-0.06656804883986356,-0.08428720083246621,-0.032743362831858414,-0.06466876971608837,-0.08756756756756756
2000-04-17,0.10726258109993436,-0.003169523820579223,-0.018181818181818188,-0.04391582799634031,0.02360876897133224,0.011848341232227444
2000-04-18,0.024217977425152304,0.0238473762100444,-0.0023148148148147696,0.062200956937799035,0.061779242174629274,0.0936768149882905
2000-04-19,-0.045320182011045484,-0.031055923579057513,0.019721577726218083,-0.012612612612612595,-0.02327385570209461,-0.0406852248394004
2000-04-20,-0.018575835353732303,-0.008814078110915391,0.05005688282138787,0.010948905109489092,0.0031771247021445963,-0.0357142857142857
2000-04-24,0.013669740577169964,-0.03314475345485657,0.020585048754062862,0.014440433212996371,-0.15597783056215364,-0.04976851851851849
